name,released,rating,rating_top,ratings_count,metacritic,updated,reviews_count,age_rating,genre,subgenre_1,subgenre_2,subgenre_3,subgenre_4,subgenre_5,subgenre_6,subgenre_7,subgenre_8,subgenre_9,subgenre_10,num_stores,platform_1,platform_2,platform_3,platform_4,platform_5,platform_6,platform_7,platform_8,platform_9,platform_10,platform_11,platform_12,platform_13,platform_14,platform_15,platform_16,platform_17,platform_18,platform_19,platform_20,platform_21,platform_22,store1,store2,store3,store4,store5,store6,store7,store8,store9,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,tag21,tag22,tag23,tag24,tag25,tag26,tag27,tag28,tag29,tag30,tag31,tag32,tag33,tag34,tag35,tag36,tag37,tag38,tag39,tag40,tag41,tag42,tag43,tag44,tag45,tag46,tag47,tag48,tag49,tag50,tag51,tag52,tag53,tag54,tag55,num_tags,num_platforms,total_platform_game_counts,total_games_counts_stores,Publisher,Developer,Total Sales
Rust,2018-02-09,3,4,822,66,2024-08-28 09:54:38,826,Mature,'Action',Shooter,RPG,Massively Multiplayer,Indie,0,0,0,0,0,0,1,PlayStation 4,Xbox One,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,0,0,0,0,0,0,0,0,Multiplayer,Co-op,Open World,cooperative,First-Person,FPS,Online Co-Op,Sandbox,Survival,Steam Workshop,Early Access,PvP,Cross-Platform Multiplayer,Nudity,In-App Purchases,Survival Horror,Post-apocalyptic,Crafting,Building,Valve Anti-Cheat enabled,mmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,729536,98082,Facepunch Studios,Facepunch Studios,9020000
A Way Out,2018-03-23,4,4,1521,78,2024-08-24 19:50:35,1558,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,Story Rich,cooperative,Third Person,Online Co-Op,Violent,Stealth,Split Screen,Local Co-Op,Action-Adventure,Nudity,Cinematic,Sexual Content,Crime,Steam Trading Cards,Emotional,Remote Play Together,Shared/Split Screen Co-op,Remote Play on TV,Remote Play on Tablet,Conversation,Remote Play on Phone,prison,ea play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,Hazelight,3500000
A Way Out,2018-03-23,4,4,1521,78,2024-08-24 19:50:35,1558,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Co-op,Story Rich,cooperative,Third Person,Online Co-Op,Violent,Stealth,Split Screen,Local Co-Op,Action-Adventure,Nudity,Cinematic,Sexual Content,Crime,Steam Trading Cards,Emotional,Remote Play Together,Shared/Split Screen Co-op,Remote Play on TV,Remote Play on Tablet,Conversation,Remote Play on Phone,prison,ea play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,547486,110908,Electronic Arts,Hazelight,3500000
The Long Dark,2014-09-22,3,4,835,76,2024-08-26 15:32:22,842,Teen,'Action',Adventure,Simulation,Indie,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,Nintendo Switch,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Open World,First-Person,Horror,Difficult,Steam Leaderboards,Exploration,Sandbox,Female Protagonist,Survival,Early Access,Survival Horror,Post-apocalyptic,Crafting,Walking Simulator,overlay,in development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,735039,118535,Hinterland Studio Inc.,Hinterland Studio Inc.,5000000
The Long Dark,2014-09-22,3,4,835,76,2024-08-26 15:32:22,842,Teen,'Action',Adventure,Simulation,Indie,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,Nintendo Switch,PC,macOS,Linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox Store,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Open World,First-Person,Horror,Difficult,Steam Leaderboards,Exploration,Sandbox,Female Protagonist,Survival,Early Access,Survival Horror,Post-apocalyptic,Crafting,Walking Simulator,overlay,in development,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,735039,118535,Hinterland Studio Inc.,Hinterland Studio Inc.,1880000
Mortal Kombat 11,2019-04-22,3,4,1091,82,2024-08-24 18:27:34,1107,Mature,'Action',Adventure,Fighting,0,0,0,0,0,0,0,0,4,Nintendo Switch,Xbox One,PC,PlayStation 4,Xbox Series S/X,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Nintendo Store,Xbox Store,0,0,0,0,0,Singleplayer,Multiplayer,Atmospheric,Gore,Violent,Online multiplayer,Blood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,554999,119889,Warner Bros. Interactive Entertainment,NetherRealm Studios,15000000
Prison Architect,2015-10-05,3,4,573,83,2024-07-20 18:06:55,573,Mature,'Strategy',Simulation,Indie,0,0,0,0,0,0,0,0,6,Xbox One,PC,macOS,Linux,Nintendo Switch,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Epic Games,Steam,GOG,Xbox Store,Nintendo Store,PlayStation Store,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,2D,Funny,Sandbox,Comedy,Steam Workshop,Includes level editor,Moddable,Replay Value,RTS,Building,Top-Down,Management,overlay,achievements,Base Building,Economy,Resource Management,City Builder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,735039,127581,Introversion Software,Introversion Software,2860000
Sea of Thieves,2018-03-20,3,4,1030,68,2024-08-26 07:01:57,1041,Teen,'Action',Adventure,Massively Multiplayer,0,0,0,0,0,0,0,0,2,PC,PlayStation 5,Xbox Series S/X,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,Xbox Store,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Co-op,Open World,cooperative,First-Person,Online Co-Op,Funny,PvP,Cross-Platform Multiplayer,exclusive,In-App Purchases,Online PvP,PvE,Pirates,Sailing,sea,w10 exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,542740,102947,Xbox Game Studios,Rare Ltd.,5000000
Enter the Gungeon,2016-04-04,4,4,1030,84,2024-08-04 16:53:29,1041,Teen,'Action',Shooter,Indie,0,0,0,0,0,0,0,0,6,PlayStation 4,Nintendo Switch,Linux,macOS,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,GOG,Nintendo Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Great Soundtrack,Co-op,cooperative,Funny,Difficult,Split Screen,Local Co-Op,Pixel Graphics,Action-Adventure,controller support,Roguelike,Roguelite,Dungeon Crawler,achievements,Shoot 'Em Up,Loot,Bullet Hell,Top-Down Shooter,Twin Stick Shooter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,735039,127581,Devolver Digital,Dodge Roll,3000000
Enter the Gungeon,2016-04-04,4,4,1030,84,2024-08-04 16:53:29,1041,Teen,'Action',Shooter,Indie,0,0,0,0,0,0,0,0,6,PlayStation 4,Nintendo Switch,Linux,macOS,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,Xbox Store,GOG,Nintendo Store,Epic Games,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Great Soundtrack,Co-op,cooperative,Funny,Difficult,Split Screen,Local Co-Op,Pixel Graphics,Action-Adventure,controller support,Roguelike,Roguelite,Dungeon Crawler,achievements,Shoot 'Em Up,Loot,Bullet Hell,Top-Down Shooter,Twin Stick Shooter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,735039,127581,Devolver Digital,Dodge Roll,1000000
Oxenfree,2016-01-14,3,4,900,80,2024-07-04 02:57:18,920,Teen,'Adventure',RPG,Indie,0,0,0,0,0,0,0,0,8,Nintendo Switch,Xbox One,PlayStation 4,iOS,PC,Linux,Android,macOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,GOG,Nintendo Store,Epic Games,App Store,Google Play,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,Story Rich,2D,Horror,Female Protagonist,Captions available,Short,Mystery,Choices Matter,Side Scroller,Walking Simulator,Multiple Endings,overlay,achievements,2.5D,Supernatural,Lovecraftian,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,864773,220237,Night School Studio,Night School Studio,1000000
Sonic Mania,2017-08-15,3,4,848,85,2024-08-02 19:58:00,861,Everyone,'Action',Adventure,Casual,Platformer,0,0,0,0,0,0,0,5,PlayStation 4,Xbox One,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,Epic Games,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Great Soundtrack,2D,Partial Controller Support,Steam Leaderboards,Classic,Split Screen,Local Co-Op,Pixel Graphics,Action-Adventure,Local Multiplayer,Retro,Family Friendly,Colorful,Side Scroller,Fast-Paced,Remake,Cartoony,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,552989,121299,Sega,PagodaWest Games,1000000
Dragon's Dogma: Dark Arisen,2013-04-23,3,4,650,81,2024-08-26 15:32:12,657,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,5,Xbox One,PC,Nintendo Switch,Xbox 360,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Difficult,Steam Leaderboards,Exploration,Action RPG,role-playing,Hack and Slash,Character Customization,controller support,Dark Fantasy,Walking Simulator,Magic,overlay,JRPG,achievements,Dragons,cloud saves,leaderboards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,558961,126236,Capcom,Capcom,1100000
Dragon's Dogma: Dark Arisen,2013-04-23,3,4,650,81,2024-08-26 15:32:12,657,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,5,Xbox One,PC,Nintendo Switch,Xbox 360,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,GOG,Xbox Store,Nintendo Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,Atmospheric,steam-trading-cards,Great Soundtrack,RPG,Story Rich,Open World,Third Person,Fantasy,Difficult,Steam Leaderboards,Exploration,Action RPG,role-playing,Hack and Slash,Character Customization,controller support,Dark Fantasy,Walking Simulator,Magic,overlay,JRPG,achievements,Dragons,cloud saves,leaderboards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,558961,126236,Capcom,Capcom,970000
Drawful 2,2016-06-20,3,4,300,74,2024-03-03 13:28:28,301,Teen,'Strategy',Casual,Indie,0,0,0,0,0,0,0,0,5,Xbox One,Nintendo Switch,macOS,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,Epic Games,0,0,0,0,Steam Achievements,Multiplayer,Steam Cloud,Co-op,cooperative,Partial Controller Support,Funny,Comedy,Local Multiplayer,Family Friendly,party,Board Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,657570,121299,Jackbox Games,Jackbox Games,120000
It Takes Two,2021-03-26,4,5,1420,88,2024-08-27 19:44:21,1453,Everyone 10+,'Action',Adventure,Platformer,0,0,0,0,0,0,0,0,4,PlayStation 5,Xbox Series S/X,PlayStation 4,PC,Nintendo Switch,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Steam,Xbox Store,PlayStation Store,0,0,0,0,0,Steam Achievements,Multiplayer,Full controller support,Co-op,Story Rich,cooperative,Online Co-Op,Exploration,Female Protagonist,Split Screen,Local Co-Op,Action RPG,Action-Adventure,Magic,Story,Steam Trading Cards,online,3D Platformer,character,console,Emotional,Протагонистка,Remote Play Together,offline,Shared/Split Screen Co-op,Co-op Campaign,work,night,journey,Minigames,love,light,Mining,treasure,relationship,learn,obstacles,delivery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,554903,119793,Electronic Arts,Hazelight,16000000
Deep Rock Galactic,2020-05-13,4,4,620,84,2024-08-28 09:53:26,632,Teen,'Action',Indie,0,0,0,0,0,0,0,0,0,1,PC,PlayStation 4,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,0,0,0,0,0,0,0,0,Singleplayer,Multiplayer,Full controller support,Co-op,cooperative,Sci-fi,Horror,FPS,Online Co-Op,Exploration,Free to Play,Online multiplayer,Early Access,Mining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,542955,98082,Coffee Stain Publishing,Ghost Ship Games,5810000
Dying Light,2015-01-27,4,4,1322,74,2024-07-30 16:41:38,1341,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Horror,Survival,Zombies,Parkour,city,skill,night,environment,fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,552989,119954,Techland,Techland,30000000
Dying Light,2015-01-27,4,4,1322,74,2024-07-30 16:41:38,1341,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Horror,Survival,Zombies,Parkour,city,skill,night,environment,fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,552989,119954,Warner Bros. Interactive Entertainment,Techland,20000000
Dying Light,2015-01-27,4,4,1322,74,2024-07-30 16:41:38,1341,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,Nintendo Switch,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Nintendo Store,0,0,0,0,0,Horror,Survival,Zombies,Parkour,city,skill,night,environment,fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,552989,119954,Warner Bros. Interactive Entertainment,Techland,3470000
Vampyr,2018-06-04,3,4,842,70,2024-08-24 09:33:08,859,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,6,PlayStation 4,PC,Xbox One,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Steam,PlayStation Store,Xbox Store,Epic Games,GOG,0,0,0,Singleplayer,Full controller support,Atmospheric,RPG,Story Rich,Open World,Third Person,Horror,Gore,Violent,role-playing,Choices Matter,Detective,Vampire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,552989,127581,Focus Home Interactive,DONTNOD Entertainment,2000000
Uncharted: Legacy of Thieves Collection,2022-01-28,4,5,439,73,2024-08-12 08:36:47,446,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,Epic Games,PlayStation Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Story Rich,Third Person,Funny,Exploration,Female Protagonist,Violent,Stealth,Action-Adventure,Controller,Third-Person Shooter,Cinematic,combat,Parkour,3rd-Person Perspective,puzzles,Протагонистка,Remote Play on TV,qte,ambient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,535965,113503,Sony Interactive Entertainment,Naughty Dog,1050000
Uncharted: Legacy of Thieves Collection,2022-01-28,4,5,439,73,2024-08-12 08:36:47,446,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,Epic Games,PlayStation Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Story Rich,Third Person,Funny,Exploration,Female Protagonist,Violent,Stealth,Action-Adventure,Controller,Third-Person Shooter,Cinematic,combat,Parkour,3rd-Person Perspective,puzzles,Протагонистка,Remote Play on TV,qte,ambient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,535965,113503,Sony Interactive Entertainment,Naughty Dog,570000
Uncharted: Legacy of Thieves Collection,2022-01-28,4,5,439,73,2024-08-12 08:36:47,446,Teen,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,PC,PlayStation 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,Epic Games,PlayStation Store,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Story Rich,Third Person,Funny,Exploration,Female Protagonist,Violent,Stealth,Action-Adventure,Controller,Third-Person Shooter,Cinematic,combat,Parkour,3rd-Person Perspective,puzzles,Протагонистка,Remote Play on TV,qte,ambient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,535965,113503,PlayStation PC,Naughty Dog,480000
Battlefield V,2018-11-20,3,4,951,77,2024-08-27 00:16:58,966,Mature,'Action',Shooter,Adventure,Massively Multiplayer,0,0,0,0,0,0,0,3,PC,Xbox One,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Atmospheric,Open World,First-Person,FPS,Female Protagonist,Violent,Action-Adventure,PvP,War,Historical,combat,Military,Online PvP,Steam Trading Cards,Destruction,World War II,LGBTQ+,Battle Royale,ww2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,547486,110908,Electronic Arts,EA DICE,7300000
Persona 5,2016-09-15,4,5,1392,93,2024-08-28 20:26:14,1416,Mature,'Action',Adventure,RPG,0,0,0,0,0,0,0,0,1,PlayStation 3,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,Singleplayer,Atmospheric,RPG,Exploration,Action-Adventure,Anime,JRPG,3rd-Person Perspective,Drama,lifestyle,japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,9991,7961,Atlus,Atlus,7200000
Crash Bandicoot N. Sane Trilogy,2017-06-30,4,4,610,81,2024-07-08 15:41:40,626,Everyone 10+,'Action',Platformer,0,0,0,0,0,0,0,0,0,4,PC,Nintendo Switch,PlayStation 4,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Nintendo Store,Xbox Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Steam Cloud,steam-trading-cards,Great Soundtrack,Partial Controller Support,Horror,Funny,Difficult,Classic,Female Protagonist,Comedy,Controller,Retro,Family Friendly,Colorful,Remake,1990's,3D Platformer,Cartoony,Souls-like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,552989,119954,Activision,Vicarious Visions,20000000
Call of Duty: Modern Warfare Remastered,2016-10-05,3,4,1096,86,2024-08-09 12:46:12,1102,Mature,'Action',Shooter,0,0,0,0,0,0,0,0,0,3,Xbox One,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,First-Person,FPS,Online Co-Op,Violent,Online multiplayer,War,Remake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,547486,110908,Activision,Infinity Ward,190000
Injustice 2,2017-05-09,3,4,931,88,2024-08-19 18:55:15,940,Teen,'Fighting',0,0,0,0,0,0,0,0,0,0,5,Android,PlayStation 4,PC,Xbox One,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Google Play,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Online multiplayer,Local Multiplayer,In-App Purchases,Comic Book,Superhero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,677220,203564,Warner Bros. Interactive Entertainment,NetherRealm Studios,1500000
Injustice 2,2017-05-09,3,4,931,88,2024-08-19 18:55:15,940,Teen,'Fighting',0,0,0,0,0,0,0,0,0,0,5,Android,PlayStation 4,PC,Xbox One,iOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Xbox Store,Steam,Google Play,App Store,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,Steam Cloud,steam-trading-cards,Online multiplayer,Local Multiplayer,In-App Purchases,Comic Book,Superhero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,677220,203564,Warner Bros. Interactive Entertainment,NetherRealm Studios,120000
Street Fighter V,2016-02-15,3,4,496,74,2024-08-04 16:23:42,501,Teen,'Action',Fighting,0,0,0,0,0,0,0,0,0,2,PlayStation 4,PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,Steam,0,0,0,0,0,0,0,Singleplayer,Steam Achievements,Multiplayer,Full controller support,steam-trading-cards,Great Soundtrack,2D,Classic,Female Protagonist,Controller,Local Multiplayer,Anime,Cross-Platform Multiplayer,Nudity,Memes,Competitive,Beat 'em up,2.5D,2D Fighter,e-sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,541848,106043,Capcom,Capcom,7600000
The Evil Within 2,2017-10-11,4,4,788,82,2024-08-24 20:53:28,796,Mature,'Action',Shooter,Adventure,0,0,0,0,0,0,0,0,4,PlayStation 4,PC,Xbox One,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOG,Steam,PlayStation Store,Xbox Store,0,0,0,0,0,Singleplayer,Atmospheric,Story Rich,Horror,FPS,Gore,Violent,Third-Person Shooter,Survival Horror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,547486,117190,Bethesda Softworks,Tango Gameworks,230000
God of War III Remastered,2015-07-14,4,4,1022,81,2024-07-18 13:28:08,1031,Mature,'Action',Adventure,0,0,0,0,0,0,0,0,0,1,PlayStation 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PlayStation Store,0,0,0,0,0,0,0,0,exclusive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6825,7961,Sony Computer Entertainment,SCEA Santa Monica Studio,5620000
Spyro Reignited Trilogy,2018-11-13,4,4,523,80,2024-08-25 03:54:10,530,Everyone 10+,'Action',Adventure,0,0,0,0,0,0,0,0,0,4,Xbox One,PlayStation 4,PC,Nintendo Switch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nintendo Store,Xbox Store,PlayStation Store,Steam,0,0,0,0,0,Singleplayer,Steam Achievements,Full controller support,Steam Cloud,Atmospheric,Great Soundtrack,Fantasy,Classic,Family Friendly,Cute,Colorful,Steam Trading Cards,Remake,3D Platformer,Dragons,Masterpiece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,552989,119954,Activision,Toys for Bob,10000000
